,Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Postal_Code,Age,Domicile_Name,Date_of_Interview,Status,LOB,Location,Region_Name
1750,3003,2357383,No,7,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,22,Haryana,11-09-2013,Not Joined,INFRA,Noida,North
1751,3010,2357423,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,22,Haryana,14-09-2013,Joined,INFRA,Noida,North
1752,3028,2357442,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,22,Haryana,19-09-2013,Not Joined,INFRA,Noida,North
1753,3092,2364189,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Haryana,06-10-2013,Not Joined,INFRA,Noida,North
1754,3163,2364641,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Haryana,30-10-2013,Joined,INFRA,Noida,North
1755,3169,2364647,No,3,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Haryana,01-11-2013,Not Joined,INFRA,Noida,North
1756,3225,2364786,Yes,33,30,E1,25,-21.43,-37.14,No,No,Male,Direct,4,201301,27,Haryana,19-11-2013,Joined,INFRA,Noida,North
1757,3523,2383069,No,2,60,E2,32.93,32.93,0,No,No,Male,Agency,6,201301,28,Haryana,30-10-2013,Joined,INFRA,Noida,North
1758,3786,2410475,No,3,30,E2,90.48,66.67,-12.5,No,No,Male,Employee Referral,3,201301,26,Haryana,21-09-2013,Joined,INFRA,Noida,North
1759,4282,2448823,No,41,30,E1,31.82,9.09,-17.24,No,No,Male,Agency,3,201301,27,Haryana,16-01-2014,Not Joined,INFRA,Noida,North
1760,4438,2461834,No,1,60,E2,50,225,116.67,No,No,Male,Employee Referral,5,201301,31,Haryana,08-02-2014,Joined,INFRA,Noida,North
1761,4544,2468906,No,0,30,E1,27.27,-1.82,-22.86,No,No,Male,Direct,1,201301,22,Haryana,24-12-2013,Joined,INFRA,Noida,North
1762,4568,2469209,Yes,3,30,E2,42.86,54.29,8,No,No,Male,Agency,3,201301,29,Haryana,02-01-2014,Joined,INFRA,Noida,North
1763,4665,2478424,No,24,30,E2,53.85,53.85,0,No,No,Male,Direct,5,201301,30,Haryana,15-01-2014,Joined,INFRA,Noida,North
1764,4712,2479915,No,0,60,E2,37.93,28.81,-6.61,No,No,Male,Employee Referral,7,201301,32,Haryana,21-01-2014,Joined,INFRA,Noida,North
1765,4740,2483044,No,0,30,E2,33.17,33.17,0,No,No,Male,Employee Referral,7,201301,26,Haryana,24-01-2014,Joined,INFRA,Noida,North
1766,4812,2483577,No,1,60,E2,66.67,61.7,-2.98,No,No,Male,Direct,3,201301,27,Haryana,06-02-2014,Joined,INFRA,Noida,North
1767,4814,2483590,No,4,60,E2,78.57,60.71,-10,No,No,Male,Direct,4,201301,25,Haryana,08-02-2014,Joined,INFRA,Noida,North
1768,4881,2534236,No,2,30,E1,21.78,21.78,0,No,No,Female,Employee Referral,4,201301,28,Haryana,24-02-2014,Joined,INFRA,Noida,North
1769,5004,2544958,No,29,30,E2,45.16,51.61,4.44,No,Yes,Male,Direct,3,201301,28,Haryana,14-07-2014,Joined,INFRA,Noida,North
1770,5122,2556472,No,1,30,E2,41.9,41.9,0,No,No,Male,Agency,4,201301,33,Haryana,18-05-2013,Joined,INFRA,Noida,North
1771,5536,2592249,Yes,0,30,E2,64.93,203.82,84.21,No,No,Male,Employee Referral,1,201301,26,Haryana,25-07-2014,Joined,INFRA,Noida,North
1772,5668,2601359,No,0,30,E1,25,-45,-56,No,No,Male,Employee Referral,2,201301,30,Haryana,26-07-2014,Joined,INFRA,Noida,North
1773,6168,2794326,No,2,30,E2,66.67,109.57,25.74,No,No,Male,Employee Referral,1,201301,25,Haryana,30-03-2013,Joined,INFRA,Noida,North
1774,6223,2804539,No,0,30,E2,46.67,46.67,0,No,No,Female,Employee Referral,2,201301,25,Haryana,13-04-2013,Joined,INFRA,Noida,North
1775,7128,3040300,No,1,30,E1,33.33,44.44,8.33,No,No,Male,Direct,1,201301,25,Haryana,06-09-2013,Joined,INFRA,Noida,North
1776,7130,3040338,No,4,30,E1,27.27,-1.82,-22.86,No,No,Male,Direct,1,201301,25,Haryana,06-09-2013,Joined,INFRA,Noida,North
1777,7310,3050830,No,1,30,E2,40,40,0,No,No,Male,Direct,4,201301,29,Haryana,04-08-2013,Joined,INFRA,Noida,North
1778,7497,3204937,No,1,90,E2,35.95,20.84,-11.11,No,No,Female,Employee Referral,2,201301,27,Haryana,19-09-2013,Joined,INFRA,Noida,North
1779,7581,3215900,No,2,30,E1,62.3,62.3,0,No,No,Male,Employee Referral,4,201301,28,Haryana,13-10-2013,Joined,INFRA,Noida,North
1780,7670,3225455,No,1,30,E2,30,30,0,No,No,Male,Direct,6,201301,32,Haryana,07-11-2013,Joined,INFRA,Noida,North
1781,8353,3266687,Yes,37,30,E2,100,40,-30,No,No,Male,Employee Referral,5,201301,38,Haryana,27-10-2013,Joined,INFRA,Noida,North
1782,9024,3311153,No,0,30,E1,27.78,27.78,0,No,No,Female,Direct,3,201301,24,Haryana,02-01-2014,Joined,INFRA,Noida,North
1783,9082,3318470,No,1,60,E2,66.67,16.67,-30,No,No,Female,Employee Referral,4,201301,26,Haryana,09-01-2014,Joined,INFRA,Noida,North
1784,9371,3338766,Yes,51,60,E2,69.81,36.79,-19.44,No,No,Male,Agency,9,201301,34,Haryana,27-02-2014,Joined,INFRA,Noida,North
1785,9997,3385071,No,4,60,E2,52.94,32.94,-13.08,No,No,Female,Direct,6,201301,34,Haryana,12-06-2014,Not Joined,INFRA,Noida,North
1786,10543,3458098,Yes,16,60,E2,45.45,30,-10.63,No,No,Female,Direct,4,201301,34,Haryana,12-01-2013,Not Joined,INFRA,Noida,North
1787,10618,3463693,No,4,30,E1,46.67,44,-1.82,No,No,Female,Employee Referral,1,201301,34,Haryana,01-02-2013,Joined,INFRA,Noida,North
1788,10622,3464171,Yes,48,60,E2,34.15,34.15,0,No,No,Male,Employee Referral,6,201301,34,Haryana,03-02-2013,Joined,INFRA,Noida,North
1789,11528,3611691,No,0,30,E2,16.67,4.17,-10.71,No,No,Male,Agency,6,201301,34,Haryana,10-04-2013,Joined,INFRA,Noida,North
1790,11581,3617382,Yes,26,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,4,201301,34,Haryana,16-04-2013,Joined,INFRA,Noida,North
1791,11615,3618238,Yes,17,30,E1,42.86,42.86,0,No,No,Male,Direct,3,201301,34,Haryana,21-04-2013,Joined,INFRA,Noida,North
1792,11933,3680937,No,16,30,E2,40.85,40.85,0,No,Yes,Male,Employee Referral,5,201301,34,Haryana,26-06-2013,Joined,INFRA,Noida,North
1793,11968,3686078,No,4,0,E1,50,50,0,No,No,Male,Employee Referral,2,201301,34,Haryana,04-07-2013,Joined,INFRA,Noida,North
1794,100,2364483,Yes,14,30,E1,-13.33,-13.33,0,No,No,Male,Direct,2,201301,29,Punjab,14-07-2014,Joined,INFRA,Noida,North
1795,166,2537925,Yes,47,60,E3,45.83,51.04,3.57,No,No,Male,Agency,10,201301,34,Punjab,22-03-2013,Joined,INFRA,Noida,North
1796,172,2561022,No,7,30,E1,242.86,42.86,-58.33,No,No,Male,Direct,1,201301,30,Punjab,27-03-2013,Joined,INFRA,Noida,North
1797,534,2118473,No,0,30,E2,37.5,66.67,21.21,No,Yes,Male,Employee Referral,2,201301,25,Punjab,30-03-2014,Joined,INFRA,Noida,North
1798,548,2120133,No,32,45,E3,32.12,32.12,0,No,No,Male,Direct,6,201301,27,Punjab,11-04-2014,Not Joined,INFRA,Noida,North
1799,615,2133747,No,2,0,E1,50,37.5,-8.33,No,No,Male,Agency,2,201301,27,Punjab,17-06-2014,Joined,INFRA,Noida,North
1800,654,2146469,No,66,75,E2,40,66.67,19.05,No,Yes,Male,Employee Referral,3,201301,24,Punjab,16-07-2014,Joined,INFRA,Noida,North
1801,670,2148558,Yes,3,60,E2,108.33,76.28,-15.38,No,No,Male,Employee Referral,4,201301,28,Punjab,04-08-2014,Joined,INFRA,Noida,North
1802,744,2158843,No,0,90,E2,32.74,37.17,3.33,No,No,Male,Employee Referral,5,201301,41,Punjab,12-06-2014,Joined,INFRA,Noida,North
1803,749,2159833,No,3,30,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,6,201301,32,Punjab,15-06-2014,Joined,INFRA,Noida,North
1804,816,2169589,Yes,1,30,E2,66.67,66.67,0,No,No,Male,Direct,3,201301,30,Punjab,04-01-2013,Joined,INFRA,Noida,North
1805,844,2171814,No,1,0,E3,22.73,36.36,11.11,No,Yes,Male,Direct,8,201301,33,Punjab,12-01-2013,Joined,INFRA,Noida,North
1806,856,2173671,Yes,43,60,E2,50,60,6.67,No,Yes,Male,Direct,4,201301,25,Punjab,15-01-2013,Joined,INFRA,Noida,North
1807,933,2181814,No,1,30,E1,66.67,20,-28,No,No,Male,Direct,2,201301,25,Punjab,08-02-2013,Joined,INFRA,Noida,North
1808,947,2183551,No,2,0,E1,46.67,44,-1.82,No,No,Female,Employee Referral,1,201301,24,Punjab,11-02-2013,Joined,INFRA,Noida,North
1809,1003,2188661,No,4,90,E2,39.53,44.19,3.33,No,No,Male,Direct,3,201301,28,Punjab,03-03-2013,Not Joined,INFRA,Noida,North
1810,1020,2191532,Yes,1,30,E2,32.15,32.15,0,No,No,Male,Employee Referral,3,201301,28,Punjab,03-01-2013,Joined,INFRA,Noida,North
1811,1206,2207912,No,2,60,E2,34.88,39.54,3.45,No,No,Male,Direct,6,201301,34,Punjab,03-03-2013,Joined,INFRA,Noida,North
1812,1328,2215317,No,2,0,E1,50,68.4,12.27,No,Yes,Female,Direct,1,201301,28,Punjab,04-04-2013,Joined,INFRA,Noida,North
1813,1368,2217898,Yes,4,0,E1,50,8,-28,No,No,Female,Direct,2,201301,24,Punjab,20-04-2013,Not Joined,INFRA,Noida,North
1814,1485,2222597,Yes,21,30,E2,33.33,28.89,-3.33,No,Yes,Male,Employee Referral,4,201301,29,Punjab,13-05-2013,Joined,INFRA,Noida,North
1815,1667,2227630,Yes,66,30,E3,29.45,29.45,0,No,No,Male,Employee Referral,8,201301,34,Punjab,15-03-2013,Joined,INFRA,Noida,North
1816,1684,2231530,Yes,24,30,E2,20,30,8.33,No,No,Male,Employee Referral,12,201301,41,Punjab,20-03-2013,Joined,INFRA,Noida,North
1817,1719,2240669,No,16,30,E1,6.06,6.06,0,No,No,Male,Employee Referral,7,201301,35,Punjab,29-03-2013,Joined,INFRA,Noida,North
1818,1733,2242995,Yes,0,30,E1,46.31,27.23,-13.04,No,No,Male,Employee Referral,2,201301,24,Punjab,31-03-2013,Joined,INFRA,Noida,North
1819,1749,2246667,No,3,30,E1,57.14,-4,-38.91,No,No,Female,Employee Referral,3,201301,29,Punjab,02-04-2013,Joined,INFRA,Noida,North
1820,1835,2281368,Yes,5,45,E2,100,36.67,-31.67,No,No,Male,Direct,5,201301,37,Punjab,22-04-2013,Joined,INFRA,Noida,North
1821,2180,2284085,No,24,30,E1,66.67,100,20,No,Yes,Male,Direct,2,201301,23,Punjab,07-06-2013,Joined,INFRA,Noida,North
1822,2552,2309857,Yes,11,60,E2,33.33,71.46,28.6,No,No,Male,Employee Referral,4,201301,28,Punjab,11-08-2013,Joined,INFRA,Noida,North
1823,3019,2357433,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Punjab,15-09-2013,Not Joined,INFRA,Noida,North
1824,3213,2364712,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Punjab,14-11-2013,Joined,INFRA,Noida,North
1825,3262,2366197,No,2,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,22,Punjab,30-11-2013,Joined,INFRA,Noida,North
1826,3496,2382711,Yes,42,30,E2,25,25,0,No,No,Male,Agency,3,201301,28,Punjab,25-10-2013,Joined,INFRA,Noida,North
1827,3567,2386674,Yes,3,30,E2,44.44,44.44,0,No,No,Male,Direct,4,201301,32,Punjab,08-11-2013,Joined,INFRA,Noida,North
1828,3750,2407257,No,2,60,E2,30,28.46,-1.18,No,No,Male,Employee Referral,5,201301,32,Punjab,19-12-2013,Joined,INFRA,Noida,North
1829,3813,2416633,No,1,30,E1,50,32.27,-11.82,No,No,Male,Direct,1,201301,24,Punjab,28-09-2013,Joined,INFRA,Noida,North
1830,3950,2420365,No,30,30,E3,37.5,250,154.55,No,No,Male,Direct,8,201301,26,Punjab,07-11-2013,Joined,INFRA,Noida,North
1831,4020,2424700,Yes,32,45,E1,25,25,0,No,No,Male,Direct,4,201301,33,Punjab,27-11-2013,Joined,INFRA,Noida,North
1832,4337,2452588,Yes,25,30,E2,53.69,53.69,0,No,No,Male,Direct,2,201301,24,Punjab,22-01-2014,Joined,INFRA,Noida,North
1833,4348,2457440,No,0,30,E2,42.86,57.14,10,No,No,Male,Direct,3,201301,26,Punjab,24-01-2014,Joined,INFRA,Noida,North
1834,4753,2483173,Yes,95,90,E2,37.5,100,45.45,No,No,Female,Agency,5,201301,30,Punjab,26-01-2014,Joined,INFRA,Noida,North
1835,4764,2483231,No,3,45,E1,40,8,-22.86,No,No,Male,Employee Referral,1,201301,24,Punjab,27-01-2014,Joined,INFRA,Noida,North
1836,4817,2483601,No,1,30,E1,23.81,2.86,-16.92,No,No,Male,Direct,3,201301,25,Punjab,08-02-2014,Joined,INFRA,Noida,North
1837,5280,2568713,No,6,30,E2,40.8,40.8,0,No,No,Male,Agency,3,201301,28,Punjab,21-11-2013,Joined,INFRA,Noida,North
1838,5310,2569563,No,1,60,E2,23.46,23.46,0,No,No,Male,Direct,5,201301,32,Punjab,02-01-2014,Joined,INFRA,Noida,North
1839,5492,2590405,Yes,39,30,E2,29.07,29.07,0,No,No,Male,Agency,2,201301,27,Punjab,17-06-2014,Not Joined,INFRA,Noida,North
1840,5627,2598337,No,10,30,E2,66.67,133.33,40,No,No,Male,Direct,5,201301,33,Punjab,25-06-2014,Joined,INFRA,Noida,North
1841,5818,2613536,Yes,2,60,E1,51.51,51.51,0,No,No,Female,Direct,3,201301,25,Punjab,16-02-2013,Not Joined,INFRA,Noida,North
1842,6083,2781005,Yes,24,30,E1,20,20,0,No,No,Male,Agency,1,201301,25,Punjab,09-03-2013,Joined,INFRA,Noida,North
1843,6179,2795135,Yes,14,30,E1,58.73,42.86,-10,No,No,Female,Employee Referral,0,201301,25,Punjab,31-03-2013,Joined,INFRA,Noida,North
1844,6224,2804556,Yes,19,30,E1,26.09,8.7,-13.79,No,No,Male,Direct,1,201301,25,Punjab,13-04-2013,Joined,INFRA,Noida,North
1845,6422,2820639,No,7,30,E2,42.86,42.86,0,No,No,Male,Employee Referral,4,201301,29,Punjab,01-06-2013,Joined,INFRA,Noida,North
1846,6628,2839874,Yes,5,60,E1,66.67,120,32,No,No,Male,Agency,2,201301,25,Punjab,25-04-2013,Joined,INFRA,Noida,North
1847,7063,3034426,No,0,30,E3,27.37,27.37,0,No,No,Male,Employee Referral,8,201301,34,Punjab,19-08-2013,Joined,INFRA,Noida,North
1848,7246,3046096,Yes,33,30,E2,52.94,52.94,0,No,No,Female,Employee Referral,1,201301,24,Punjab,13-07-2013,Joined,INFRA,Noida,North
1849,7307,3050782,Yes,21,60,E2,46.34,34.15,-8.33,No,No,Male,Direct,4,201301,27,Punjab,03-08-2013,Joined,INFRA,Noida,North
1850,7482,3204350,Yes,25,0,E1,50,68,12,No,No,Male,Agency,4,201301,27,Punjab,15-09-2013,Joined,INFRA,Noida,North
1851,7613,3221048,Yes,49,60,E1,75,35,-22.86,No,No,Male,Agency,1,201301,24,Punjab,22-10-2013,Joined,INFRA,Noida,North
1852,8341,3263825,No,3,60,E3,28.57,35.71,5.56,Yes,No,Male,Direct,5,201301,33,Punjab,25-10-2013,Joined,INFRA,Noida,North
1853,8563,3279056,No,0,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,201301,25,Punjab,19-12-2013,Joined,INFRA,Noida,North
1854,8648,3285263,No,3,30,E1,0,-7.32,-7.32,No,No,Male,Employee Referral,1,201301,26,Punjab,06-01-2014,Joined,INFRA,Noida,North
1855,8794,3294300,No,0,60,E3,15.46,15.46,0,Yes,Yes,Male,Direct,7,201301,30,Punjab,24-01-2014,Joined,INFRA,Noida,North
1856,9071,3315655,No,1,30,E1,25.63,25.63,0,No,No,Male,Employee Referral,1,201301,23,Punjab,07-01-2014,Joined,INFRA,Noida,North
1857,9379,3339150,No,0,0,E1,50,37.5,-8.33,No,No,Male,Employee Referral,1,201301,34,Punjab,01-03-2014,Joined,INFRA,Noida,North
1858,10092,3404019,No,2,30,E1,16.67,0,-14.29,No,No,Male,Direct,3,201301,34,Punjab,30-03-2014,Joined,INFRA,Noida,North
1859,10213,3418806,No,6,30,E2,37.5,27.5,-7.27,No,No,Male,Agency,6,201301,34,Punjab,07-07-2014,Joined,INFRA,Noida,North
1860,10987,3512476,Yes,45,60,E2,40,29.07,-7.81,No,No,Male,Direct,5,201301,34,Punjab,19-04-2013,Joined,INFRA,Noida,North
1861,11032,3523929,Yes,0,0,E1,33.33,20,-10,No,No,Female,Direct,1,201301,34,Punjab,24-04-2013,Joined,INFRA,Noida,North
1862,11054,3524671,Yes,34,60,E3,21.43,28.57,5.88,No,No,Male,Direct,5,201301,34,Punjab,27-04-2013,Joined,INFRA,Noida,North
1863,11058,3524739,No,1,0,E1,46.67,33.33,-9.09,No,No,Male,Agency,1,201301,34,Punjab,28-04-2013,Joined,INFRA,Noida,North
1864,11364,3588525,No,2,30,E2,12.5,12.5,0,No,Yes,Male,Direct,5,201301,34,Punjab,16-03-2013,Joined,INFRA,Noida,North
1865,11550,3612451,No,2,30,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,201301,34,Punjab,12-04-2013,Joined,INFRA,Noida,North
1866,11784,3639052,No,0,0,E1,46.67,44,-1.82,No,No,Female,Employee Referral,1,201301,34,Punjab,25-05-2013,Joined,INFRA,Noida,North
1867,128,2437820,Yes,14,60,E3,31.43,20,-8.7,No,No,Male,Employee Referral,4,201301,29,Uttar Pradesh,23-01-2013,Joined,INFRA,Noida,North
1868,384,3347826,No,9,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,201301,21,Uttar Pradesh,03-12-2013,Joined,INFRA,Noida,North
1869,496,2112613,No,5,0,E1,66.67,33.33,-20,No,No,Male,Employee Referral,3,201301,25,Uttar Pradesh,23-06-2013,Joined,INFRA,Noida,North
1870,537,2118630,No,0,30,E1,47.42,47.42,0,No,Yes,Male,Direct,2,201301,24,Uttar Pradesh,01-04-2014,Joined,INFRA,Noida,North
1871,602,2130839,No,1,30,E2,44.93,44.93,0,No,No,Male,Direct,6,201301,28,Uttar Pradesh,31-05-2014,Not Joined,INFRA,Noida,North
1872,673,2149085,Yes,15,30,E1,50,68,12,No,No,Male,Direct,2,201301,28,Uttar Pradesh,30-03-2014,Joined,INFRA,Noida,North
1873,678,2149658,No,20,60,E3,63.64,50,-8.33,No,No,Male,Employee Referral,5,201301,25,Uttar Pradesh,04-04-2014,Joined,INFRA,Noida,North
1874,812,2168323,Yes,36,45,E2,50,40,-6.67,No,Yes,Male,Employee Referral,3,201301,32,Uttar Pradesh,02-01-2013,Joined,INFRA,Noida,North
1875,835,2171091,No,32,60,E2,23.46,74.9,41.67,No,No,Male,Agency,6,201301,32,Uttar Pradesh,10-01-2013,Joined,INFRA,Noida,North
1876,961,2184717,Yes,62,75,E2,66.67,45,-13,No,Yes,Male,Employee Referral,3,201301,28,Uttar Pradesh,16-02-2013,Joined,INFRA,Noida,North
1877,1145,2201885,No,3,0,E2,36,41.33,3.92,No,Yes,Male,Employee Referral,2,201301,27,Uttar Pradesh,11-02-2013,Joined,INFRA,Noida,North
1878,1282,2212828,Yes,68,30,E1,40,0,-28.57,No,Yes,Male,Employee Referral,1,201301,26,Uttar Pradesh,26-03-2013,Joined,INFRA,Noida,North
1879,2013,2282307,No,4,75,E3,30,30,0,No,No,Male,Direct,7,201301,34,Uttar Pradesh,17-05-2013,Not Joined,INFRA,Noida,North
1880,2033,2282502,No,1,30,E2,42,33.64,-5.88,No,Yes,Male,Direct,8,201301,34,Uttar Pradesh,20-05-2013,Joined,INFRA,Noida,North
1881,2645,2328118,No,1,30,E2,46,46,0,No,No,Male,Direct,5,201301,35,Uttar Pradesh,02-09-2013,Joined,INFRA,Noida,North
1882,2781,2347639,No,0,30,E2,36.36,27.27,-6.67,No,No,Male,Direct,4,201301,31,Uttar Pradesh,11-07-2013,Joined,INFRA,Noida,North
1883,2967,2357038,No,0,60,E2,33.33,31.67,-1.25,No,No,Male,Agency,6,201301,35,Uttar Pradesh,01-09-2013,Joined,INFRA,Noida,North
1884,3005,2357385,No,4,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,24,Uttar Pradesh,12-09-2013,Not Joined,INFRA,Noida,North
1885,3020,2357434,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Uttar Pradesh,15-09-2013,Joined,INFRA,Noida,North
1886,3026,2357440,No,4,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,24,Uttar Pradesh,18-09-2013,Not Joined,INFRA,Noida,North
1887,3045,2360664,No,0,30,E2,34.78,32.61,-1.61,No,No,Male,Agency,6,201301,32,Uttar Pradesh,23-09-2013,Joined,INFRA,Noida,North
1888,3120,2364223,No,0,60,E3,57.73,57.73,0,No,No,Male,Agency,5,201301,29,Uttar Pradesh,18-10-2013,Joined,INFRA,Noida,North
1889,3157,2364614,No,2,30,E0,42.86,42.86,0,No,No,Female,Direct,0,201301,23,Uttar Pradesh,28-10-2013,Joined,INFRA,Noida,North
1890,3170,2364648,No,3,30,E0,42.86,42.86,0,No,No,Male,Direct,0,201301,23,Uttar Pradesh,02-11-2013,Joined,INFRA,Noida,North
1891,3274,2368302,Yes,5,60,E1,36.36,50,10,No,No,Male,Agency,2,201301,25,Uttar Pradesh,03-12-2013,Joined,INFRA,Noida,North
1892,3441,2378090,No,40,90,E2,30.77,22.46,-6.35,No,No,Male,Direct,4,201301,31,Uttar Pradesh,11-10-2013,Joined,INFRA,Noida,North
1893,3579,2386967,Yes,1,30,E1,42.86,42.86,0,No,No,Female,Direct,1,201301,24,Uttar Pradesh,10-11-2013,Joined,INFRA,Noida,North
1894,3892,2419915,No,0,30,E1,14.29,20.29,5.25,No,No,Male,Agency,2,201301,28,Uttar Pradesh,25-10-2013,Joined,INFRA,Noida,North
1895,3914,2420121,No,3,30,E2,114.28,185.71,33.33,No,No,Male,Agency,6,201301,28,Uttar Pradesh,29-10-2013,Joined,INFRA,Noida,North
1896,4030,2425669,No,0,30,E1,45,8,-25.52,No,No,Female,Direct,1,201301,23,Uttar Pradesh,30-11-2013,Joined,INFRA,Noida,North
1897,4035,2430739,Yes,14,30,E1,50,20,-20,No,No,Male,Employee Referral,1,201301,24,Uttar Pradesh,30-11-2013,Joined,INFRA,Noida,North
1898,4792,2483397,No,0,30,E2,29.91,29.91,0,No,No,Male,Employee Referral,7,201301,32,Uttar Pradesh,31-01-2014,Joined,INFRA,Noida,North
1899,4849,2485708,No,5,30,E1,66.67,44,-13.6,No,No,Female,Employee Referral,1,201301,27,Uttar Pradesh,17-02-2014,Joined,INFRA,Noida,North
1900,4858,2486069,No,38,30,E2,30,30,0,No,No,Male,Employee Referral,6,201301,30,Uttar Pradesh,19-02-2014,Joined,INFRA,Noida,North
1901,5077,2555466,No,0,60,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,201301,25,Uttar Pradesh,30-03-2013,Joined,INFRA,Noida,North
1902,5143,2560241,No,0,60,E3,37.48,51.23,10,No,No,Male,Direct,8,201301,35,Uttar Pradesh,31-05-2013,Joined,INFRA,Noida,North
1903,5434,2586624,No,1,30,E1,20,32,10,No,No,Male,Agency,2,201301,24,Uttar Pradesh,10-04-2014,Not Joined,INFRA,Noida,North
1904,5635,2598426,Yes,26,30,E1,50,37.5,-8.33,No,No,Male,Direct,2,201301,25,Uttar Pradesh,01-07-2014,Joined,INFRA,Noida,North
1905,5665,2600990,No,1,60,E1,73.26,36.13,-21.43,No,No,Male,Employee Referral,2,201301,28,Uttar Pradesh,24-07-2014,Joined,INFRA,Noida,North
1906,5778,2609558,No,15,30,E2,37.25,37.25,0,No,Yes,Male,Agency,3,201301,25,Uttar Pradesh,03-02-2013,Joined,INFRA,Noida,North
1907,5809,2613205,No,1,0,E2,85.34,23.56,-33.33,No,No,Male,Employee Referral,4,201301,29,Uttar Pradesh,14-02-2013,Joined,INFRA,Noida,North
1908,5833,2613665,No,0,30,E3,11.75,15.81,3.63,No,No,Male,Agency,15,201301,42,Uttar Pradesh,21-02-2013,Joined,INFRA,Noida,North
1909,6080,2780944,No,28,30,E2,27.5,27.5,0,No,No,Male,Agency,3,201301,31,Uttar Pradesh,08-03-2013,Joined,INFRA,Noida,North
1910,6086,2781059,Yes,19,30,E1,40,8,-22.86,No,No,Male,Direct,2,201301,25,Uttar Pradesh,10-03-2013,Joined,INFRA,Noida,North
1911,6110,2785956,Yes,46,90,E2,28.57,3.57,-19.44,No,No,Male,Direct,7,201301,29,Uttar Pradesh,17-03-2013,Not Joined,INFRA,Noida,North
1912,6289,2810948,No,2,60,E2,38.89,38.89,0,No,No,Female,Employee Referral,2,201301,25,Uttar Pradesh,28-04-2013,Joined,INFRA,Noida,North
1913,6485,2825027,No,6,30,E2,47.62,38.1,-6.45,No,No,Male,Employee Referral,4,201301,28,Uttar Pradesh,21-03-2013,Joined,INFRA,Noida,North
1914,6828,2862125,Yes,0,30,E2,30,30,0,No,No,Male,Direct,4,201301,31,Uttar Pradesh,18-06-2013,Joined,INFRA,Noida,North
1915,7395,3195314,No,18,30,E2,35.87,35.87,0,No,Yes,Male,Agency,5,201301,25,Uttar Pradesh,23-08-2013,Joined,INFRA,Noida,North
1916,7631,3221278,Yes,18,30,E2,44.44,84.44,27.69,No,No,Male,Direct,5,201301,28,Uttar Pradesh,26-10-2013,Not Joined,INFRA,Noida,North
1917,7904,3245752,No,0,30,E1,42.86,42.86,0,No,No,Female,Direct,0,201301,26,Uttar Pradesh,28-09-2013,Joined,INFRA,Noida,North
1918,8216,3257790,Yes,34,30,E3,34.62,34.62,0,No,No,Male,Direct,6,201301,30,Uttar Pradesh,15-09-2013,Joined,INFRA,Noida,North
1919,8513,3277552,Yes,6,30,E2,0,0,0,No,No,Male,Employee Referral,4,201301,32,Uttar Pradesh,06-12-2013,Joined,INFRA,Noida,North
1920,8609,3284472,Yes,3,60,E2,33.33,33.33,0,No,No,Male,Direct,6,201301,36,Uttar Pradesh,30-12-2013,Not Joined,INFRA,Noida,North
1921,9188,3327385,No,2,30,E1,25,5,-16,No,No,Female,Direct,2,201301,28,Uttar Pradesh,22-01-2014,Joined,INFRA,Noida,North
1922,9986,3384478,No,0,30,E2,30.32,35.11,3.67,No,Yes,Male,Agency,7,201301,34,Uttar Pradesh,31-05-2014,Joined,INFRA,Noida,North
1923,10239,3423630,Yes,20,60,E2,42.86,42.86,0,No,No,Male,Agency,3,201301,34,Uttar Pradesh,24-07-2014,Joined,INFRA,Noida,North
1924,10621,3463882,Yes,16,30,E3,0,0,0,No,No,Male,Direct,10,201301,34,Uttar Pradesh,03-02-2013,Joined,INFRA,Noida,North
1925,10998,3516384,No,0,0,E1,46.67,44,-1.82,No,No,Male,Employee Referral,1,201301,34,Uttar Pradesh,20-04-2013,Joined,INFRA,Noida,North
